"tra_infr,unit,geo\time"	2018	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
"MWAY,KM,AT11"	80	61	80	80	80	80	80	80	80	80	80	80
"MWAY,KM,AT12"	375	328	328	328	350	350	350	350	350	350	350	375
"MWAY,KM,AT13"	43	43	43	43	43	43	43	43	43	43	43	43
"MWAY,KM,AT21"	243	243	243	243	243	243	243	243	243	243	243	243
"MWAY,KM,AT22"	308	308	308	308	308	308	308	308	308	308	308	308
"MWAY,KM,AT31"	299	299	299	299	299	299	299	299	299	299	299	299
"MWAY,KM,AT32"	144	144	144	144	144	144	144	144	144	144	144	144
"MWAY,KM,AT33"	189	189	189	189	189	189	189	189	189	189	189	189
"MWAY,KM,AT34"	63	63	63	63	63	63	63	63	63	63	63	63
"MWAY,KM,BE10"	11	11	11	11	11	11	11	11	11	11	11	11
"MWAY,KM,BE21"	220	220	220	220	220	220	220	220	220	220	220	220
"MWAY,KM,BE22"	106	106	106	106	106	106	106	106	106	106	106	106
"MWAY,KM,BE23"	196	196	196	196	196	196	196	196	196	196	196	196
"MWAY,KM,BE24"	175	175	175	175	175	175	175	175	175	175	175	175
"MWAY,KM,BE25"	187	187	187	187	187	187	187	187	187	187	187	187
"MWAY,KM,BE31"	63	63	63	63	63	63	63	63	63	63	63	63
"MWAY,KM,BE32"	284	284	284	284	284	284	284	284	284	284	284	284
"MWAY,KM,BE33"	266	266	266	266	266	266	266	266	266	266	266	266
"MWAY,KM,BE34"	154	154	154	154	154	154	154	154	154	154	154	154
"MWAY,KM,BE35"	103	103	103	103	103	103	103	103	103	103	103	103
"MWAY,KM,BG31"	7	7	7	7	7	7	7	7	7	7	7	7
"MWAY,KM,BG32"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,BG33"	95	84	84	84	84	84	84	91	91	95	95	95
"MWAY,KM,BG34"	223	87	87	87	87	87	171	203	204	223	221	222
"MWAY,KM,BG41"	240	118	118	118	118	139	138	163	163	215	223	216
"MWAY,KM,BG42"	192	122	122	122	141	141	141	141	145	194	194	194
"MWAY,KM,CH01"	344	280	280	280	280	280	280	280	280	337	344	344
"MWAY,KM,CH02"	438	319	319	319	319	325	329	329	340	419	424	438
"MWAY,KM,CH03"	139	139	139	139	139	139	139	139	139	139	139	139
"MWAY,KM,CH04"	151	112	112	135	135	138	138	138	138	151	151	151
"MWAY,KM,CH05"	386	243	243	243	243	243	243	243	243	383	386	386
"MWAY,KM,CH06"	259	181	181	181	181	181	181	181	181	259	259	259
"MWAY,KM,CH07"	139	109	109	109	109	109	109	109	109	137	139	139
"MWAY,KM,CY00"	257	257	257	257	257	257	257	257	257	257	257	257
"MWAY,KM,CZ01"	44	11	11	11	11	11	11	11	11	11	44	44
"MWAY,KM,CZ02"	351	195	194	194	194	194	194	194	194	194	347	351
"MWAY,KM,CZ03"	172	125	125	124	125	125	125	149	149	149	157	165
"MWAY,KM,CZ04"	132	52	53	53	53	57	57	56	56	56	128	128
"MWAY,KM,CZ05"	39	24	24	26	26	26	26	26	26	26	34	39
"MWAY,KM,CZ06"	253	228	227	227	227	227	227	227	227	227	253	253
"MWAY,KM,CZ07"	160	8	29	41	46	53	53	53	53	53	160	160
"MWAY,KM,CZ08"	100	15	28	54	54	54	60	60	60	60	100	100
"MWAY,KM,DE11"	: 	: 	388	399	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE12"	: 	: 	266	267	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE13"	: 	: 	279	280	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE14"	: 	: 	106	113	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE21"	: 	: 	600	597	597	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE22"	: 	: 	235	239	239	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE23"	: 	: 	336	336	337	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE24"	: 	: 	349	349	349	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE25"	: 	: 	358	356	356	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE26"	: 	: 	353	353	353	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE27"	: 	: 	259	272	272	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE30"	77	73	77	77	77	77	77	77	77	77	77	77
"MWAY,KM,DE40"	806	790	795	795	795	795	794	794	794	805	805	806
"MWAY,KM,DE50"	80	71	75	75	75	75	75	75	80	80	80	80
"MWAY,KM,DE60"	81	81	81	81	81	81	81	81	81	81	81	81
"MWAY,KM,DE71"	: 	: 	480	480	480	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE72"	: 	: 	199	199	199	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE73"	: 	: 	293	293	293	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE80"	578	538	538	552	554	554	554	554	554	568	568	578
"MWAY,KM,DE91"	: 	: 	274	286	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE92"	: 	: 	226	226	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE93"	: 	: 	299	372	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DE94"	: 	: 	547	547	: 	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEA1"	: 	: 	638	649	649	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEA2"	: 	: 	557	558	558	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEA3"	: 	: 	356	356	356	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEA4"	: 	: 	189	190	190	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEA5"	: 	: 	447	448	448	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEB1"	: 	: 	257	257	258	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEB2"	: 	: 	184	184	187	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEB3"	: 	: 	431	431	431	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEC0"	240	240	240	240	240	240	240	240	240	240	240	240
"MWAY,KM,DED2"	: 	216	216	216	216	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DED4"	: 	203	203	203	203	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DED5"	: 	111	111	111	111	: 	: 	: 	: 	: 	: 	: 
"MWAY,KM,DEE0"	499	383	407	407	407	407	411	411	416	416	416	416
"MWAY,KM,DEF0"	545	498	510	533	533	533	536	536	538	538	544	545
"MWAY,KM,DEG0"	521	465	482	498	498	498	498	511	510	521	521	521
"MWAY,KM,DK01"	167	157	157	157 d	157	159	160	160	159	164	164	167
"MWAY,KM,DK02"	270	260	260	260 d	260	260	260	267	267	267	267	270
"MWAY,KM,DK03"	379	321	328	329 d	329	336	372	377	377	377	378	379
"MWAY,KM,DK04"	327	186	197	197 d	197	200	215	223	241	242	259	306
"MWAY,KM,DK05"	186	187	187	187 d	187	187	187	187	187	187	186	186
"MWAY,KM,EE00"	154 p	96	104	100	115	115	124	140	141	147	145	154
"MWAY,KM,ES11"	1112	812	907	925	961	994	995	1015	1031	1080	1105	1105
"MWAY,KM,ES12"	454	372	389	394	394	390	408	433	454	454	453	454
"MWAY,KM,ES13"	255	205	214	218	218	216	227	227	227	255	255	255
"MWAY,KM,ES21"	496	489	510	529	535	552	533	533	474	488	496	496
"MWAY,KM,ES22"	380	322	345	348	356	372	372	372	372	380	380	380
"MWAY,KM,ES23"	181	154	159	159	159	159	165	165	176	181	181	181
"MWAY,KM,ES24"	793	604	667	676	704	749	752	757	767	769	788	788
"MWAY,KM,ES30"	766	747	751	760	753	780	771	777	783	783	771	771
"MWAY,KM,ES41"	2379	1797	1995	2158	2194	2195	2207	2253	2267	2350	2355	2357
"MWAY,KM,ES42"	1817	1487	1553	1636	1775	1772	1816	1816	1812	1812	1815	1815
"MWAY,KM,ES43"	703	593	640	651	668	679	694	694	700	700	703	703
"MWAY,KM,ES51"	1465	1281	1168	1271	1201	1267	1294	1445	1454	1448	1456	1461
"MWAY,KM,ES52"	1190	1137	1091	1091	1116	1131	1138	1142	1142	1141	1183	1186
"MWAY,KM,ES53"	94	94	94	94	94	94	94	93	94	94	94	94
"MWAY,KM,ES61"	2626	2252	2316	2379	2391	2453	2462	2457	2490	2585	2584	2610
"MWAY,KM,ES62"	596	450	498	517	527	533	542	569	569	572	573	596
"MWAY,KM,ES63"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,ES64"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,ES70"	276	217	217	217	217	219	233	233	239	246	253	271
"MWAY,KM,FI19"	115	102	115	114	115	126	115	115	115	115	115	115
"MWAY,KM,FI1B"	322	258	257	281	281	281	281	281	322	322	322	322
"MWAY,KM,FI1C"	351	244	271	271	271	271	271	281	307	307	315	318
"MWAY,KM,FI1D"	138	95	95	98	112	112	112	133	138	138	138	138
"MWAY,KM,FI20"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,FR10"	613	607	605	605	605	613	613	613	613	613	613	614
"MWAY,KM,FRB0"	980	884	884	983	983	982	982	982	981	981	981	980
"MWAY,KM,FRC1"	683	686	686	685	685	686	683	683	683	683	683	683
"MWAY,KM,FRC2"	218	218	218	218	218	218	218	218	218	218	218	218
"MWAY,KM,FRD1"	287	240	255	255	284	283	287	287	297	287	287	287
"MWAY,KM,FRD2"	443	428	428	427	427	427	427	427	427	443	443	442
"MWAY,KM,FRE1"	626	597	627	627	627	627	627	627	627	627	626	626
"MWAY,KM,FRE2"	553	550	550	550	550	550	550	550	551	551	551	551
"MWAY,KM,FRF1"	300	301	301	301	302	302	302	302	302	300	300	300
"MWAY,KM,FRF2"	542	503	503	503	516	516	516	515	515	515	515	522
"MWAY,KM,FRF3"	462	465	465	462	462	462	462	462	462	462	462	462
"MWAY,KM,FRG0"	747	719	746	745	746	748	748	748	747	747	747	747
"MWAY,KM,FRH0"	50	50	50	50	50	50	50	50	50	50	50	50
"MWAY,KM,FRI1"	885	628	628	635	785	785	785	875	785	876	887	886
"MWAY,KM,FRI2"	279	263	263	274	274	274	274	274	274	279	279	279
"MWAY,KM,FRI3"	300	300	300	300	300	300	300	300	300	300	300	300
"MWAY,KM,FRJ1"	589	531	536	546	561	563	563	563	568	568	568	568
"MWAY,KM,FRJ2"	653	654	652	652	653	652	652	652	653	653	653	652
"MWAY,KM,FRK1"	393	370	380	380	380	380	380	380	380	393	393	393
"MWAY,KM,FRK2"	1305	1211	1211	1211	1230	1245	1244	1294	1294	1300	1300	1300
"MWAY,KM,FRL0"	762	753	754	754	754	750	750	750	754	754	759	759
"MWAY,KM,FRM0"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,FRY1"	0	: 	: 	: 	: 	: 	: 	: 	0	0	0	0
"MWAY,KM,FRY2"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,FRY3"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,FRY4"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,FRY5"	0	: 	: 	: 	: 	: 	: 	: 	0	0	0	0
"MWAY,KM,HR03"	650	562	603	604	604	613	613	648	650	650	650	650
"MWAY,KM,HR04"	660	594	596	640	640	640	640	640	640	660	660	660
"MWAY,KM,HU11"	61	: 	: 	: 	: 	: 	: 	: 	62	61	61	61
"MWAY,KM,HU12"	243	: 	: 	: 	: 	: 	: 	: 	239	240	241	241
"MWAY,KM,HU21"	261	242	254	254	267	265	265	261	261	261	261	261
"MWAY,KM,HU22"	189	136	167	166	165	168	168	168	168	183	188	189
"MWAY,KM,HU23"	305	103	125	125	297	299	299	303	303	305	305	305
"MWAY,KM,HU31"	176	174	174	173	173	173	173	173	174	174	174	174
"MWAY,KM,HU32"	226	132	132	132	132	132	132	175	190	190	190	197
"MWAY,KM,HU33"	209	142	143	143	145	181	181	181	181	208	208	208
"MWAY,KM,IE04"	83	: 	: 	: 	: 	: 	: 	: 	83	83	83	83
"MWAY,KM,IE05"	491	: 	: 	: 	: 	: 	: 	: 	471	491	491	491
"MWAY,KM,IE06"	343	: 	: 	: 	: 	: 	: 	: 	344	343	343	343
"MWAY,KM,ITC1"	825	817	817	817	821	821	821	821	821	829	830	830
"MWAY,KM,ITC2"	110	114	114	114	114	114	114	114	114	114	114	114
"MWAY,KM,ITC3"	370	375	375	375	375	375	375	375	375	375	375	375
"MWAY,KM,ITC4"	703	576	587	587	589	589	604	621	679	706	708	708
"MWAY,KM,ITF1"	355	352	352	352	352	352	352	352	352	355	355	355
"MWAY,KM,ITF2"	36	36	36	36	36	36	36	36	36	36	36	36
"MWAY,KM,ITF3"	444	442	442	442	442	442	442	442	442	443	444	444
"MWAY,KM,ITF4"	313	313	313	313	313	313	313	313	313	313	313	313
"MWAY,KM,ITF5"	30	29	29	29	29	29	29	29	29	29	30	30
"MWAY,KM,ITF6"	288	295	295	295	295	295	295	295	295	295	288	288
"MWAY,KM,ITG1"	681	644	654	654	654	654	654	662	662	678	681	681
"MWAY,KM,ITG2"	: 	: 	: 	: 	: 	: 	: 	: 	: z	: 	: 	: 
"MWAY,KM,ITH1"	207 d	211	211	211	212	212	212	212 d	212 d	212 d	212 d	212 d
"MWAY,KM,ITH3"	583	485	493	525	525	525	556	556	576	590	588	588
"MWAY,KM,ITH4"	244	210	210	210	210	210	210	210	210	210	210	210
"MWAY,KM,ITH5"	567	568	568	568	568	568	568	568	568	571	572	572
"MWAY,KM,ITI1"	462	424	436	436	436	436	448	448	448	463	462	462
"MWAY,KM,ITI2"	59	59	59	59	59	59	59	59	59	59	59	59
"MWAY,KM,ITI3"	168	168	168	168	168	168	168	168	168	168	168	168
"MWAY,KM,ITI4"	498	470	470	470	470	470	470	470	485	497	498	498
"MWAY,KM,LI00"	0	: z	: z	: z	: z	: z	: z	: z	0	0	0	0
"MWAY,KM,LT01"	90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90
"MWAY,KM,LT02"	234	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	234
"MWAY,KM,LU00"	165	147	147	152	152	152	152	152	152	161	161	165
"MWAY,KM,LV00"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,MT00"	0	: z	: z	: z	: z	: z	: z	: 	0	0	0	0
"MWAY,KM,NL11"	107	93	93	93	95	95	95	95	95	110	110	107
"MWAY,KM,NL12"	207	186	186	193	196	195	201	201	202	206	206	206
"MWAY,KM,NL13"	148	110	110	128	128	127	127	127	127	148	148	148
"MWAY,KM,NL21"	155	133	133	147	147	150	149	150	150	150	155	155
"MWAY,KM,NL22"	394	391	391	393	393	393	393	393	393	393	393	393
"MWAY,KM,NL23"	103	99	99	99	99	99	101	103	103	103	102	102
"MWAY,KM,NL31"	176	177	177	177	177	177	177	177	177	176	176	176
"MWAY,KM,NL32"	298	283	283	283	283	282	284	290	296	296	295	297
"MWAY,KM,NL33"	367	353	353	353	361	362	362	362	362	361	368	368
"MWAY,KM,NL34"	86	84	84	65	63	65	69	68	70	71	87	87
"MWAY,KM,NL41"	504	491	491	483	490	489	489	489	492	505	504	504
"MWAY,KM,NL42"	212	183	183	219	216	216	213	213	213	212	212	216
"MWAY,KM,NO01"	: 	108	112	119	128	133	144	166	178	181	181	174
"MWAY,KM,NO02"	: 	0	0	0	14	14	16	16	28	28	28	37
"MWAY,KM,NO03"	: 	107	110	151	165	172	169	183	183	222	222	229
"MWAY,KM,NO04"	: 	13	25	63	63	63	51	63	63	63	63	63
"MWAY,KM,NO05"	: 	11	11	11	11	11	13	13	13	12	13	20
"MWAY,KM,NO06"	: 	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,NO07"	: 	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,PL21"	151	60	59	79	80	80	137	136	151	151	151	151
"MWAY,KM,PL22"	175	73	83	100	107	130	169	169	176	176	176	175
"MWAY,KM,PL41"	211	195	195	195	195	210	210	211	211	211	211	211
"MWAY,KM,PL42"	25	22	22	22	22	22	22	22	25	25	25	25
"MWAY,KM,PL43"	89	0	0	0	0	89	89	89	89	89	89	89
"MWAY,KM,PL51"	222	150	150	199	199	222	222	222	222	222	222	222
"MWAY,KM,PL52"	88	88	88	88	88	88	88	88	88	88	88	88
"MWAY,KM,PL61"	165	0	25	23	23	86	100	144	165	165	165	165
"MWAY,KM,PL62"	0	0	0	0	0	0	1	0	0	0	0	0
"MWAY,KM,PL63"	66	0	66	66	66	66	66	66	66	66	66	66
"MWAY,KM,PL71"	226	75	77	77	77	77	188	177	188	188	188	226
"MWAY,KM,PL72"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,PL81"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,PL82"	153	0	0	0	0	0	7	91	112	112	112	153
"MWAY,KM,PL84"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,PT20"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,PT30"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,RO11"	68	0	0	41	52	52	52	52	52	52	52	52
"MWAY,KM,RO12"	129	0	0	0	0	17	18	55	93	93	93	93
"MWAY,KM,RO21"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,RO22"	74	1	1	1	1	1	74	74	74	74	74	74
"MWAY,KM,RO31"	258	229	229	228	228	229	260	258	258	258	258	258
"MWAY,KM,RO32"	83	51	51	51	51	51	77	75	75	75	75	75
"MWAY,KM,RO41"	0	0	0	0	0	0	0	0	0	0	0	0
"MWAY,KM,RO42"	211	0	0	0	0	0	69	130	131	195	195	211
"MWAY,KM,SE11"	313	268 b	262	297	296	297	297	304	308	310	309	313
"MWAY,KM,SE12"	589	540 b	553	565	585	582	580	579	590	589	589	589
"MWAY,KM,SE21"	197	194 b	190	191	194	194	194	194	194	194	194	197
"MWAY,KM,SE22"	365	304 b	309	307	320	329	333	342	356	361	361	365
"MWAY,KM,SE23"	570	409 b	428	454	467	473	517	542	543	568	568	570
"MWAY,KM,SE31"	63	101 b	92	89	89	62	62	62	62	61	61	63
"MWAY,KM,SE32"	29	15 b	16	15	15	15	15	15	29	29	29	29
"MWAY,KM,SE33"	6	6 b	6	6	6	6	6	6	6	6	6	6
"MWAY,KM,SI03"	295	: 	: 	: 	: 	: 	384	391	315	315	315	322
"MWAY,KM,SI04"	328	: 	: 	: 	: 	: 	385	380	292	295	295	296
"MWAY,KM,SK01"	110	110	110	110	110	114	114	114	112	110	110	110
"MWAY,KM,SK02"	155	148	147	147	158	158	158	155	155	155	155	155
"MWAY,KM,SK03"	102	69	69	70	70	69	69	67	67	83	83	102
"MWAY,KM,SK04"	116	46	66	73	89	89	91	89	87	116	116	116
"MWAY,KM,TR10"	513	211	194	186	186	186	186	303	303	303	451	451
"MWAY,KM,TR21"	165	185	183	165	165	165	165	165	165	165	165	165
"MWAY,KM,TR22"	70	0	0	0	0	0	0	: 	: 	: 	: 	39
"MWAY,KM,TR31"	258	174	210	209	209	213	213	213	221	225	247	258
"MWAY,KM,TR32"	53	88	51	51	51	51	51	51	51	51	53	53
"MWAY,KM,TR33"	100	0	0	0	0	0	0	: 	: 	: 	: 	48
"MWAY,KM,TR41"	148	65	65	65	74	74	74	74	80	80	131	148
"MWAY,KM,TR42"	405	281	329	331	331	331	331	330	330	330	367	367
"MWAY,KM,TR51"	200	207	199	198	198	198	198	198	198	198	198	198
"MWAY,KM,TR52"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM,TR61"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM,TR62"	307	320	311	311	318	311	309	307	307	307	307	307
"MWAY,KM,TR63"	194	194	203	195	195	195	195	194	194	194	194	194
"MWAY,KM,TR71"	135	0	0	70	70	104	114	115	135	135	135	135
"MWAY,KM,TR72"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
"MWAY,KM,TR81"	: 	0	0	0	0	0	0	: 	: 	: 	: 	: 
